Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (kgf/W),App message,,dt,,,,,,,
27.059385,1693.771,,,,0.649329092,0,0.065237761,0,0,0,0,,,0.02731,,,,,,,
27.08615,1691.0495,,,,0.649329092,0,0.063565857,0,0,0,0,,,0.026765,,,,,,,
27.11425,1688.369,,,,0.649329092,0,0.063663872,0,0,0,0,,,0.0281,,,,,,,
27.139305,1685.5505,,,,0.649329092,0,0.061763785,0,0,0,0,,,0.025055,,,,,,,
27.164525,1683.0385,,,,0.649329092,0,0.060525782,0,0,0,0,,,0.02522,,,,,,,
27.1901,1680.5245,,,,0.649329092,0,0.05899753,0,0,0,0,,,0.025575,,,,,,,
27.21606,1677.681,,,,0.633241102,0,0.060044925,0,0,0,0,,,0.02596,,,,,,,
27.24254,1675.381,,,,0.633241102,0,0.059755436,0,0,0,0,,,0.02648,,,,,,,
27.27101,1672.701,,,,0.633241102,0,0.059392718,0,0,0,0,,,0.02847,,,,,,,
27.298715,1669.872,,,,0.633241102,0,0.060363919,0,0,0,0,,,0.027705,,,,,,,
27.324285,1667.1055,,,,0.633241102,0,0.059467264,0,0,0,0,,,0.02557,,,,,,,
27.350165,1664.5255,,,,0.633241102,0,0.056424726,0,0,0,0,,,0.02588,,,,,,,
27.375985,1661.969,,,,0.619898073,0,0.055903594,0,0,0,0,,,0.02582,,,,,,,
27.401215,1659.3605,,,,0.619898073,0,0.055598596,0,0,0,0,,,0.02523,,,,,,,
27.428735,1656.863,,,,0.619898073,0,0.055218125,0,0,0,0,,,0.02752,,,,,,,
27.456465,1654.105,,,,0.619898073,0,0.056895099,0,0,0,0,,,0.02773,,,,,,,
27.483455,1651.274,,,,0.619898073,0,0.060014276,0,0,0,0,,,0.02699,,,,,,,
27.510405,1648.644,,,,0.60777857,0,0.060945031,0,0,0,0,,,0.02695,,,,,,,
27.53646,1645.921,,,,0.60777857,0,0.06267802,0,0,0,0,,,0.026055,,,,,,,
27.56218,1643.3415,,,,0.60777857,0,0.063426216,0,0,0,0,,,0.02572,,,,,,,
27.59074,1640.774,,,,0.60777857,0,0.061765063,0,0,0,0,,,0.02856,,,,,,,
27.64653,1634.8815,,,,0.60777857,0,0.06110866,0,0,0,0,,,0.05579,,,,,,,
27.671695,1632.344,,,,0.593781809,0,0.061977431,0,0,0,0,,,0.025165,,,,,,,
27.69749,1629.79,,,,0.593781809,0,0.060417114,0,0,0,0,,,0.025795,,,,,,,
27.724145,1627.2335,,,,0.593781809,0,0.06125236,0,0,0,0,,,0.026655,,,,,,,
27.75266,1624.5245,,,,0.593781809,0,0.061702252,0,0,0,0,,,0.028515,,,,,,,
27.77858,1621.713,,,,0.593781809,0,0.062266973,0,0,0,0,,,0.02592,,,,,,,
27.80567,1619.1135,,,,0.593781809,0,0.065135353,0,0,0,0,,,0.02709,,,,,,,
27.831255,1616.417,,,,0.582041907,0,0.064739252,0,0,0,0,,,0.025585,,,,,,,
27.857425,1613.8645,,,,0.582041907,0,0.062579518,0,0,0,0,,,0.02617,,,,,,,
27.88305,1611.241,,,,0.582041907,0,0.062958044,0,0,0,0,,,0.025625,,,,,,,
27.911005,1608.6835,,,,0.582041907,0,0.063269195,0,0,0,0,,,0.027955,,,,,,,
27.965415,1603.004,,,,0.570470907,0,0.063468941,0,0,0,0,,,0.05441,,,,,,,
27.99132,1600.188,,,,0.570470907,0,0.063584635,0,0,0,0,,,0.025905,,,,,,,
28.017445,1597.824,,,,0.570470907,0,0.060737135,0,0,0,0,,,0.026125,,,,,,,
28.043125,1595.244,,,,0.570470907,0,0.061659206,0,0,0,0,,,0.02568,,,,,,,
28.06993,1592.639,,,,0.570470907,0,0.062043926,0,0,0,0,,,0.026805,,,,,,,
28.094275,1589.9725,,,,0.570470907,0,0.060655805,0,0,0,0,,,0.024345,,,,,,,
28.11989,1587.5805,,,,0.557996578,0,0.062642916,0,0,0,0,,,0.025615,,,,,,,
28.146565,1584.99,,,,0.557996578,0,0.064071076,0,0,0,0,,,0.026675,,,,,,,
28.174,1582.1015,,,,0.557996578,0,0.063974849,0,0,0,0,,,0.027435,,,,,,,
28.200005,1579.5635,,,,0.557996578,0,0.061332461,0,0,0,0,,,0.026005,,,,,,,
28.227105,1576.8985,,,,0.557996578,0,0.064075648,0,0,0,0,,,0.0271,,,,,,,
28.279815,1571.3545,,,,0.543663324,0,0.064115589,0,0,0,0,,,0.05271,,,,,,,
28.334825,1569.007,,,,0.543663324,0,0.066962256,0,0,0,0,,,0.05501,,,,,,,
28.360205,1563.482,,,,0.543663324,0,0.066624151,0,0,0,0,,,0.02538,,,,,,,
28.38693,1560.9435,,,,0.543663324,0,0.064655727,0,0,0,0,,,0.026725,,,,,,,
28.411165,1558.2985,,,,0.531546127,0,0.064317654,0,0,0,0,,,0.024235,,,,,,,
28.43739,1555.8915,,,,0.531546127,0,0.064556654,0,0,0,0,,,0.026225,,,,,,,
28.46296,1553.244,,,,0.531546127,0,0.063206385,0,0,0,0,,,0.02557,,,,,,,
28.48836,1550.696,,,,0.531546127,0,0.061449896,0,0,0,0,,,0.0254,,,,,,,
28.514165,1548.1485,,,,0.531546127,0,0.062000405,0,0,0,0,,,0.025805,,,,,,,
28.54304,1545.5755,,,,0.531546127,0,0.062075577,0,0,0,0,,,0.028875,,,,,,,
28.56718,1542.1255,,,,0.51688317,0,0.064137732,0,0,0,0,,,0.02414,,,,,,,
28.592445,1540.288,,,,0.51688317,0,0.065186104,0,0,0,0,,,0.025265,,,,,,,
28.62029,1537.6715,,,,0.51688317,0,0.06609386,0,0,0,0,,,0.027845,,,,,,,
28.645285,1534.957,,,,0.51688317,0,0.065699833,0,0,0,0,,,0.024995,,,,,,,
28.67123,1532.447,,,,0.51688317,0,0.066530573,0,0,0,0,,,0.025945,,,,,,,
28.697835,1529.843,,,,0.51688317,0,0.065063358,0,0,0,0,,,0.026605,,,,,,,
28.72228,1527.2055,,,,0.50454837,0,0.062940163,0,0,0,0,,,0.024445,,,,,,,
28.748475,1524.7295,,,,0.50454837,0,0.063127844,0,0,0,0,,,0.026195,,,,,,,
28.774245,1522.129,,,,0.50454837,0,0.064603808,0,0,0,0,,,0.02577,,,,,,,
28.800305,1519.527,,,,0.50454837,0,0.06350283,0,0,0,0,,,0.02606,,,,,,,
28.825205,1516.953,,,,0.50454837,0,0.060975119,0,0,0,0,,,0.0249,,,,,,,
28.85607,1514.4055,,,,0.50454837,0,0.060943059,0,0,0,0,,,0.030865,,,,,,,
28.881295,1511.1265,,,,0.489777946,0,0.06192208,0,0,0,0,,,0.025225,,,,,,,
28.907515,1508.869,,,,0.489777946,0,0.062260536,0,0,0,0,,,0.02622,,,,,,,
28.932995,1506.1855,,,,0.489777946,0,0.063205141,0,0,0,0,,,0.02548,,,,,,,
28.95804,1503.691,,,,0.489777946,0,0.062264816,0,0,0,0,,,0.025045,,,,,,,
28.98289,1501.1575,,,,0.489777946,0,0.063432875,0,0,0,0,,,0.02485,,,,,,,
29.011675,1498.704,,,,0.489777946,0,0.064182983,0,0,0,0,,,0.028785,,,,,,,
29.065625,1492.6945,,,,0.479312362,0,0.065419422,0,0,0,0,,,0.05395,,,,,,,
29.090315,1490.1755,,,,0.479312362,0,0.06563204,0,0,0,0,,,0.02469,,,,,,,
29.116995,1487.9795,,,,0.479312362,0,0.06360425,0,0,0,0,,,0.02668,,,,,,,
29.142275,1485.2915,,,,0.479312362,0,0.063466421,0,0,0,0,,,0.02528,,,,,,,
29.172185,1482.681,,,,0.467749818,0,0.062645932,0,0,0,0,,,0.02991,,,,,,,
29.229325,1476.348,,,,0.467749818,0,0.064139702,0,0,0,0,,,0.05714,,,,,,,
29.25621,1474.026,,,,0.467749818,0,0.062551935,0,0,0,0,,,0.026885,,,,,,,
29.28183,1471.328,,,,0.467749818,0,0.062798762,0,0,0,0,,,0.02562,,,,,,,
29.308075,1468.803,,,,0.467749818,0,0.062277208,0,0,0,0,,,0.026245,,,,,,,
29.33591,1466.1725,,,,0.449343121,0,0.061879191,0,0,0,0,,,0.027835,,,,,,,
29.361905,1463.391,,,,0.449343121,0,0.064389997,0,0,0,0,,,0.025995,,,,,,,
29.387645,1460.7825,,,,0.449343121,0,0.064497434,0,0,0,0,,,0.02574,,,,,,,
29.413375,1458.225,,,,0.449343121,0,0.065238494,0,0,0,0,,,0.02573,,,,,,,
29.439145,1455.6445,,,,0.449343121,0,0.065349009,0,0,0,0,,,0.02577,,,,,,,
29.46548,1453.0275,,,,0.435790528,0,0.066094908,0,0,0,0,,,0.026335,,,,,,,
29.494535,1450.434,,,,0.435790528,0,0.067012606,0,0,0,0,,,0.029055,,,,,,,
29.549775,1444.669,,,,0.435790528,0,0.066271523,0,0,0,0,,,0.05524,,,,,,,
29.57627,1442.0025,,,,0.435790528,0,0.064323192,0,0,0,0,,,0.026495,,,,,,,
29.601495,1439.3635,,,,0.435790528,0,0.067220026,0,0,0,0,,,0.025225,,,,,,,
29.62713,1436.839,,,,0.419929772,0,0.065516213,0,0,0,0,,,0.025635,,,,,,,
29.65635,1434.276,,,,0.419929772,0,0.06594438,0,0,0,0,,,0.02922,,,,,,,
29.735575,1428.393,,,,0.419929772,0,0.060385585,0,0,0,0,,,0.079225,,,,,,,
29.75928,1423.1245,,,,0.419929772,0,0.060079293,0,0,0,0,,,0.023705,,,,,,,
29.783835,1421.084,,,,0.401509484,0,0.061948543,0,0,0,0,,,0.024555,,,,,,,
29.81216,1418.603,,,,0.401509484,0,0.061141781,0,0,0,0,,,0.028325,,,,,,,
29.86443,1413.2685,,,,0.401509484,0,0.061489662,0,0,0,0,,,0.05227,,,,,,,
29.890285,1410.5415,,,,0.401509484,0,0.063021131,0,0,0,0,,,0.025855,,,,,,,
29.91652,1407.667,,,,0.381154763,0,0.061765244,0,0,0,0,,,0.026235,,,,,,,
29.94245,1405.3305,,,,0.381154763,0,0.061350384,0,0,0,0,,,0.02593,,,,,,,
29.97052,1402.666,,,,0.381154763,0,0.060756855,0,0,0,0,,,0.02807,,,,,,,
29.99584,1399.9245,,,,0.381154763,0,0.06240639,0,0,0,0,,,0.02532,,,,,,,
30.021685,1397.4005,,,,0.381154763,0,0.062799967,0,0,0,0,,,0.025845,,,,,,,
30.04853,1394.789,,,,0.381154763,0,0.06215218,0,0,0,0,,,0.026845,,,,,,,
30.074485,1392.0975,,,,0.36626144,0,0.062073491,0,0,0,0,,,0.025955,,,,,,,
30.099695,1389.507,,,,0.36626144,0,0.060626965,0,0,0,0,,,0.02521,,,,,,,
30.12836,1387.0085,,,,0.36626144,0,0.060779241,0,0,0,0,,,0.028665,,,,,,,
30.15301,1384.1525,,,,0.36626144,0,0.060820067,0,0,0,0,,,0.02465,,,,,,,
30.17796,1381.694,,,,0.36626144,0,0.061440041,0,0,0,0,,,0.02495,,,,,,,
30.20445,1379.1985,,,,0.36626144,0,0.060813119,0,0,0,0,,,0.02649,,,,,,,
30.231265,1376.543,,,,0.347464554,0,0.062511083,0,0,0,0,,,0.026815,,,,,,,
30.257225,1373.844,,,,0.347464554,0,0.06190727,0,0,0,0,,,0.02596,,,,,,,
30.286365,1371.2485,,,,0.347464554,0,0.06253652,0,0,0,0,,,0.02914,,,,,,,
30.31052,1368.356,,,,0.347464554,0,0.064977096,0,0,0,0,,,0.024155,,,,,,,
30.336905,1365.926,,,,0.347464554,0,0.064356598,0,0,0,0,,,0.026385,,,,,,,
30.36459,1363.247,,,,0.347464554,0,0.063954387,0,0,0,0,,,0.027685,,,,,,,
30.39022,1360.2745,,,,0.328225417,0,0.064126044,0,0,0,0,,,0.02563,,,,,,,
30.41566,1357.667,,,,0.328225417,0,0.063000289,0,0,0,0,,,0.02544,,,,,,,
30.44568,1355.4235,,,,0.328225417,0,0.0641403,0,0,0,0,,,0.03002,,,,,,,
30.500665,1349.4525,,,,0.328225417,0,0.065130013,0,0,0,0,,,0.054985,,,,,,,
30.525985,1346.908,,,,0.312118431,0,0.061371205,0,0,0,0,,,0.02532,,,,,,,
30.55126,1344.3925,,,,0.312118431,0,0.063564124,0,0,0,0,,,0.025275,,,,,,,
30.57617,1341.834,,,,0.312118431,0,0.064925814,0,0,0,0,,,0.02491,,,,,,,
30.604985,1339.2655,,,,0.312118431,0,0.064008623,0,0,0,0,,,0.028815,,,,,,,
30.66002,1333.4255,,,,0.312118431,0,0.062776501,0,0,0,0,,,0.055035,,,,,,,
30.685255,1330.9925,,,,0.29642623,0,0.062709544,0,0,0,0,,,0.025235,,,,,,,
30.709905,1328.4585,,,,0.29642623,0,0.063559504,0,0,0,0,,,0.02465,,,,,,,
30.735605,1326.011,,,,0.29642623,0,0.063915415,0,0,0,0,,,0.0257,,,,,,,
30.762535,1323.4095,,,,0.29642623,0,0.063118939,0,0,0,0,,,0.02693,,,,,,,
30.787925,1320.745,,,,0.29642623,0,0.062313783,0,0,0,0,,,0.02539,,,,,,,
30.8144,1318.2055,,,,0.29642623,0,0.061939487,0,0,0,0,,,0.026475,,,,,,,
30.83876,1315.549,,,,0.276334854,0,0.061644722,0,0,0,0,,,0.02436,,,,,,,
30.864395,1313.125,,,,0.276334854,0,0.062276519,0,0,0,0,,,0.025635,,,,,,,
30.89066,1310.282,,,,0.276334854,0,0.062701826,0,0,0,0,,,0.026265,,,,,,,
30.919595,1307.6295,,,,0.276334854,0,0.062671326,0,0,0,0,,,0.028935,,,,,,,
30.94512,1305.0195,,,,0.276334854,0,0.064222641,0,0,0,0,,,0.025525,,,,,,,
30.972165,1302.487,,,,0.260994596,0,0.064921007,0,0,0,0,,,0.027045,,,,,,,
30.99755,1299.6035,,,,0.260994596,0,0.066635772,0,0,0,0,,,0.025385,,,,,,,
31.02391,1297.2135,,,,0.260994596,0,0.067040098,0,0,0,0,,,0.02636,,,,,,,
31.04905,1294.587,,,,0.260994596,0,0.067164201,0,0,0,0,,,0.02514,,,,,,,
31.07784,1292.095,,,,0.260994596,0,0.067914759,0,0,0,0,,,0.02879,,,,,,,
31.1029,1289.035,,,,0.260994596,0,0.067111214,0,0,0,0,,,0.02506,,,,,,,
31.156415,1286.712,,,,0.242484113,0,0.062702865,0,0,0,0,,,0.053515,,,,,,,
31.181765,1281.0985,,,,0.242484113,0,0.063734707,0,0,0,0,,,0.02535,,,,,,,
31.207395,1278.808,,,,0.242484113,0,0.065418374,0,0,0,0,,,0.02563,,,,,,,
31.235995,1276.2495,,,,0.242484113,0,0.065877411,0,0,0,0,,,0.0286,,,,,,,
31.29112,1270.631,,,,0.227888093,0,0.065642543,0,0,0,0,,,0.055125,,,,,,,
31.31881,1267.827,,,,0.227888093,0,0.064849453,0,0,0,0,,,0.02769,,,,,,,
31.345045,1265.098,,,,0.227888093,0,0.064279997,0,0,0,0,,,0.026235,,,,,,,
31.371565,1262.471,,,,0.227888093,0,0.066162529,0,0,0,0,,,0.02652,,,,,,,
31.400755,1259.829,,,,0.227888093,0,0.063649215,0,0,0,0,,,0.02919,,,,,,,
31.42721,1256.883,,,,0.213671489,0,0.063764078,0,0,0,0,,,0.026455,,,,,,,
31.454295,1254.2515,,,,0.213671489,0,0.061302811,0,0,0,0,,,0.027085,,,,,,,
31.47953,1251.5545,,,,0.213671489,0,0.060962134,0,0,0,0,,,0.025235,,,,,,,
31.506755,1249.037,,,,0.213671489,0,0.062270036,0,0,0,0,,,0.027225,,,,,,,
31.532925,1246.2875,,,,0.213671489,0,0.062825772,0,0,0,0,,,0.02617,,,,,,,
31.56125,1243.6795,,,,0.213671489,0,0.061226258,0,0,0,0,,,0.028325,,,,,,,
31.58841,1240.851,,,,0.197190692,0,0.062134677,0,0,0,0,,,0.02716,,,,,,,
31.615445,1238.127,,,,0.197190692,0,0.060427313,0,0,0,0,,,0.027035,,,,,,,
31.641005,1235.437,,,,0.197190692,0,0.062543549,0,0,0,0,,,0.02556,,,,,,,
31.66686,1232.598,,,,0.197190692,0,0.063319149,0,0,0,0,,,0.025855,,,,,,,
31.693515,1230.295,,,,0.197190692,0,0.061570094,0,0,0,0,,,0.026655,,,,,,,
31.721805,1227.6405,,,,0.183172368,0,0.062221362,0,0,0,0,,,0.02829,,,,,,,
31.77528,1222.05,,,,0.183172368,0,0.062176976,0,0,0,0,,,0.053475,,,,,,,
31.800305,1219.416,,,,0.183172368,0,0.062860036,0,0,0,0,,,0.025025,,,,,,,
31.825225,1216.9745,,,,0.183172368,0,0.06187004,0,0,0,0,,,0.02492,,,,,,,
31.85116,1214.4155,,,,0.183172368,0,0.062343848,0,0,0,0,,,0.025935,,,,,,,
31.880395,1211.857,,,,0.166722895,0,0.063443383,0,0,0,0,,,0.029235,,,,,,,
31.907945,1208.937,,,,0.166722895,0,0.065236922,0,0,0,0,,,0.02755,,,,,,,
31.935935,1206.0915,,,,0.166722895,0,0.064470366,0,0,0,0,,,0.02799,,,,,,,
31.96186,1203.333,,,,0.166722895,0,0.063220501,0,0,0,0,,,0.025925,,,,,,,
31.98858,1200.8035,,,,0.166722895,0,0.063260166,0,0,0,0,,,0.02672,,,,,,,
32.01519,1198.105,,,,0.166722895,0,0.06288338,0,0,0,0,,,0.02661,,,,,,,
32.04419,1195.186,,,,0.151034554,0,0.063741775,0,0,0,0,,,0.029,,,,,,,
32.099855,1189.578,,,,0.151034554,0,0.064756546,0,0,0,0,,,0.055665,,,,,,,
32.125355,1186.986,,,,0.151034554,0,0.06407814,0,0,0,0,,,0.0255,,,,,,,
32.15082,1184.418,,,,0.151034554,0,0.067027312,0,0,0,0,,,0.025465,,,,,,,
32.176055,1181.9005,,,,0.137432262,0,0.066613422,0,0,0,0,,,0.025235,,,,,,,
32.2057,1179.3725,,,,0.137432262,0,0.06612632,0,0,0,0,,,0.029645,,,,,,,
32.257605,1173.7005,,,,0.137432262,0,0.063103861,0,0,0,0,,,0.051905,,,,,,,
32.28386,1171.2215,,,,0.137432262,0,0.063929739,0,0,0,0,,,0.026255,,,,,,,
32.31049,1168.6,,,,0.137432262,0,0.063354709,0,0,0,0,,,0.02663,,,,,,,
32.337545,1165.908,,,,0.121482445,0,0.063090938,0,0,0,0,,,0.027055,,,,,,,
32.36691,1163.2275,,,,0.121482445,0,0.06227371,0,0,0,0,,,0.029365,,,,,,,
32.39334,1160.284,,,,0.121482445,0,0.060581302,0,0,0,0,,,0.02643,,,,,,,
32.42033,1157.6145,,,,0.121482445,0,0.059931895,0,0,0,0,,,0.02699,,,,,,,
32.445655,1154.9425,,,,0.121482445,0,0.059731052,0,0,0,0,,,0.025325,,,,,,,
32.471785,1152.4085,,,,0.107803906,0,0.061104562,0,0,0,0,,,0.02613,,,,,,,
32.498085,1149.7725,,,,0.107803906,0,0.060849856,0,0,0,0,,,0.0263,,,,,,,
32.526395,1147.172,,,,0.107803906,0,0.06226208,0,0,0,0,,,0.02831,,,,,,,
32.5544,1144.095,,,,0.107803906,0,0.060464966,0,0,0,0,,,0.028005,,,,,,,
32.61507,1141.5115,,,,0.107803906,0,0.063348541,0,0,0,0,,,0.06067,,,,,,,
32.640575,1135.1615,,,,0.091326893,0,0.064039177,0,0,0,0,,,0.025505,,,,,,,
32.6657,1132.9195,,,,0.091326893,0,0.064705942,0,0,0,0,,,0.025125,,,,,,,
32.695405,1130.0765,,,,0.091326893,0,0.064364874,0,0,0,0,,,0.029705,,,,,,,
32.71954,1127.4455,,,,0.091326893,0,0.064237566,0,0,0,0,,,0.024135,,,,,,,
32.74449,1125.0365,,,,0.091326893,0,0.064489051,0,0,0,0,,,0.02495,,,,,,,
32.76974,1122.542,,,,0.078729168,0,0.064841512,0,0,0,0,,,0.02525,,,,,,,
32.796015,1120.033,,,,0.078729168,0,0.063434211,0,0,0,0,,,0.026275,,,,,,,
32.82172,1117.349,,,,0.078729168,0,0.063571801,0,0,0,0,,,0.025705,,,,,,,
32.85162,1114.814,,,,0.078729168,0,0.062849675,0,0,0,0,,,0.0299,,,,,,,
32.877855,1111.8005,,,,0.078729168,0,0.06112352,0,0,0,0,,,0.026235,,,,,,,
32.90451,1109.1765,,,,0.078729168,0,0.060866424,0,0,0,0,,,0.026655,,,,,,,
32.930965,1106.5,,,,0.065227539,0,0.061665937,0,0,0,0,,,0.026455,,,,,,,
32.95791,1103.8845,,,,0.065227539,0,0.061441518,0,0,0,0,,,0.026945,,,,,,,
32.98312,1101.201,,,,0.065227539,0,0.060042399,0,0,0,0,,,0.02521,,,,,,,
33.0125,1098.6815,,,,0.065227539,0,0.06041413,0,0,0,0,,,0.02938,,,,,,,
33.03783,1095.7355,,,,0.065227539,0,0.061173497,0,0,0,0,,,0.02533,,,,,,,
33.064315,1093.184,,,,0.065227539,0,0.063438614,0,0,0,0,,,0.026485,,,,,,,
33.090165,1090.5365,,,,0.047873192,0,0.064740485,0,0,0,0,,,0.02585,,,,,,,
33.11611,1087.9425,,,,0.047873192,0,0.063878666,0,0,0,0,,,0.025945,,,,,,,
33.142365,1085.1285,,,,0.047873192,0,0.064937226,0,0,0,0,,,0.026255,,,,,,,
33.171695,1082.729,,,,0.047873192,0,0.064562712,0,0,0,0,,,0.02933,,,,,,,
33.22677,1076.6405,,,,0.03149921,0,0.06723073,0,0,0,0,,,0.055075,,,,,,,
33.2532,1074.2115,,,,0.03149921,0,0.065741601,0,0,0,0,,,0.02643,,,,,,,
33.28,1071.6565,,,,0.03149921,0,0.066412407,0,0,0,0,,,0.0268,,,,,,,
33.305335,1068.9845,,,,0.03149921,0,0.066091488,0,0,0,0,,,0.025335,,,,,,,
33.333625,1066.4655,,,,0.03149921,0,0.066454207,0,0,0,0,,,0.02829,,,,,,,
33.3585,1063.6175,,,,0.03149921,0,0.064585438,0,0,0,0,,,0.024875,,,,,,,
33.384505,1061.158,,,,0.023636645,0,0.065340232,0,0,0,0,,,0.026005,,,,,,,
33.409755,1058.5445,,,,0.023636645,0,0.065684197,0,0,0,0,,,0.02525,,,,,,,
33.436335,1055.9845,,,,0.023636645,0,0.065205687,0,0,0,0,,,0.02658,,,,,,,
33.461775,1053.3465,,,,0.023636645,0,0.066366717,0,0,0,0,,,0.02544,,,,,,,
33.49178,1050.81,,,,0.023636645,0,0.065129697,0,0,0,0,,,0.030005,,,,,,,
33.546225,1044.886,,,,0.012402359,0,0.063774268,0,0,0,0,,,0.054445,,,,,,,
33.573045,1042.357,,,,0.012402359,0,0.064981525,0,0,0,0,,,0.02682,,,,,,,
33.59919,1039.616,,,,0.012402359,0,0.065523179,0,0,0,0,,,0.026145,,,,,,,
33.624755,1037.059,,,,0.012402359,0,0.065460234,0,0,0,0,,,0.025565,,,,,,,
33.6536,1034.477,,,,0.012402359,0,0.064529533,0,0,0,0,,,0.028845,,,,,,,
33.704615,1029.0495,,,,0.015049976,0,0.065435243,0,0,0,0,,,0.051015,,,,,,,
33.72965,1026.474,,,,0.015049976,0,0.061621529,0,0,0,0,,,0.025035,,,,,,,
33.756065,1024.0125,,,,0.015049976,0,0.059951348,0,0,0,0,,,0.026415,,,,,,,
33.78164,1021.361,,,,0.015049976,0,0.062260305,0,0,0,0,,,0.025575,,,,,,,
33.81064,1018.826,,,,0.015049976,0,0.062687746,0,0,0,0,,,0.029,,,,,,,
33.835825,1015.7,,,,0.00125,0,0.061243692,0,0,0,0,,,0.025185,,,,,,,
33.862065,1013.351,,,,0.00125,0,0.0618036,0,0,0,0,,,0.02624,,,,,,,
33.88705,1010.7735,,,,0.00125,0,0.061552512,0,0,0,0,,,0.024985,,,,,,,
33.91166,1008.19,,,,0.00125,0,0.062458233,0,0,0,0,,,0.02461,,,,,,,
33.935845,1005.8415,,,,0.00125,0,0.0638809,0,0,0,0,,,0.024185,,,,,,,
33.991575,1003.4195,,,,0.00125,0,0.064465138,0,0,0,0,,,0.05573,,,,,,,
34.02039,1000,,,,-0.006576335,0,0.065009464,0,0,0,0,,,0.028815,,,,,,,
34.044415,1000,,,,-0.006576335,0,0.063655788,0,0,0,0,,,0.024025,,,,,,,
34.069225,1000,,,,-0.006576335,0,0.065033345,0,0,0,0,,,0.02481,,,,,,,
34.09523,1000,,,,-0.006576335,0,0.061905515,0,0,0,0,,,0.026005,,,,,,,
34.12042,1000,,,,-0.006576335,0,0.064018485,0,0,0,0,,,0.02519,,,,,,,
34.14913,1000,,,,-0.008787972,0,0.064705606,0,0,0,0,,,0.02871,,,,,,,
34.17611,1000,,,,-0.008787972,0,0.064397951,0,0,0,0,,,0.02698,,,,,,,
34.20177,1000,,,,-0.008787972,0,0.062900423,0,0,0,0,,,0.02566,,,,,,,
34.22874,1000,,,,-0.008787972,0,0.061143176,0,0,0,0,,,0.02697,,,,,,,
34.253455,1000,,,,-0.008787972,0,0.060026678,0,0,0,0,,,0.024715,,,,,,,
34.27846,1000,,,,-0.004907784,0,0.059150896,0,0,0,0,,,0.025005,,,,,,,
34.307285,1000,,,,-0.004907784,0,0.059393933,0,0,0,0,,,0.028825,,,,,,,
34.333005,1000,,,,-0.004907784,0,0.060570289,0,0,0,0,,,0.02572,,,,,,,
34.35948,1000,,,,-0.004907784,0,0.062349535,0,0,0,0,,,0.026475,,,,,,,
34.384255,1000,,,,-0.004907784,0,0.063745104,0,0,0,0,,,0.024775,,,,,,,
34.410475,1000,,,,-0.004907784,0,0.06277154,0,0,0,0,,,0.02622,,,,,,,
34.43673,1000,,,,-0.002944691,0,0.062204971,0,0,0,0,,,0.026255,,,,,,,
34.46417,1000,,,,-0.002944691,0,0.061997118,0,0,0,0,,,0.02744,,,,,,,
34.492245,1000,,,,-0.002944691,0,0.061871951,0,0,0,0,,,0.028075,,,,,,,
34.520615,1000,,,,-0.002944691,0,0.059569407,0,0,0,0,,,0.02837,,,,,,,
34.54562,1000,,,,-0.002944691,0,0.0598971,0,0,0,0,,,0.025005,,,,,,,
34.57071,1000,,,,-0.002944691,0,0.061159609,0,0,0,0,,,0.02509,,,,,,,
34.595495,1000,,,,-0.002160872,0,0.062679857,0,0,0,0,,,0.024785,,,,,,,
34.624745,1000,,,,-0.002160872,0,0.062652814,0,0,0,0,,,0.02925,,,,,,,
34.651475,1000,,,,-0.002160872,0,0.063456816,0,0,0,0,,,0.02673,,,,,,,
34.677625,1000,,,,-0.002160872,0,0.062349061,0,0,0,0,,,0.02615,,,,,,,
34.70374,1000,,,,-0.002160872,0,0.061581548,0,0,0,0,,,0.026115,,,,,,,
34.728275,1000,,,,-0.001991387,0,0.060752493,0,0,0,0,,,0.024535,,,,,,,
34.755175,1000,,,,-0.001991387,0,0.061174605,0,0,0,0,,,0.0269,,,,,,,
34.784415,1000,,,,-0.001991387,0,0.063960936,0,0,0,0,,,0.02924,,,,,,,
34.81014,1000,,,,-0.001991387,0,0.063636804,0,0,0,0,,,0.025725,,,,,,,
34.83541,1000,,,,-0.001991387,0,0.062466248,0,0,0,0,,,0.02527,,,,,,,
34.860875,1000,,,,-0.001991387,0,0.063657093,0,0,0,0,,,0.025465,,,,,,,
34.886685,1000,,,,-0.001906864,0,0.066149545,0,0,0,0,,,0.02581,,,,,,,
34.912625,1000,,,,-0.001906864,0,0.065988439,0,0,0,0,,,0.02594,,,,,,,
34.941215,1000,,,,-0.001906864,0,0.064672988,0,0,0,0,,,0.02859,,,,,,,
34.96759,1000,,,,-0.001906864,0,0.065269662,0,0,0,0,,,0.026375,,,,,,,
34.99344,1000,,,,-0.001906864,0,0.061831043,0,0,0,0,,,0.02585,,,,,,,
35.019455,1000,,,,-0.001906864,0,0.062317185,0,0,0,0,,,0.026015,,,,,,,
35.045495,1000,,,,-0.002785674,0,0.062738368,0,0,0,0,,,0.02604,,,,,,,
35.070855,1000,,,,-0.002785674,0,0.061173408,0,0,0,0,,,0.02536,,,,,,,
